N,종목명,현재가,전일비,등락률,액면가,부채총계,영업이익,주당순이익
1285.0,KODEX 탄소효율그린뉴딜,8440.0,95.0,-1.11%,0.0,,,
1286.0,KODEX 글로벌로봇(합성),17290.0,235.0,-1.34%,0.0,,,
1287.0,ACE 미국달러SOFR금리(합성),9950.0,35.0,+0.35%,0.0,,,
1288.0,세방우,7270.0,80.0,-1.09%,500.0,,,4143.0
1289.0,TIGER 미국배당+7%프리미엄다우존스,10080.0,50.0,-0.49%,0.0,,,
1290.0,KBSTAR 200선물인버스2X,2640.0,70.0,+2.72%,0.0,,,
1291.0,KODEX Fn시스템반도체,8860.0,130.0,-1.45%,0.0,,,
1292.0,KODEX 차이나A50,17670.0,35.0,+0.20%,0.0,,,
1293.0,KBSTAR 내수주플러스,7525.0,50.0,-0.66%,0.0,,,
1294.0,미래에셋 에너지화학 Core5 ETN,13175.0,55.0,-0.42%,0.0,,,
1295.0,ACE 미국30년국채선물레버리지(합성 H),8190.0,165.0,-1.97%,0.0,,,
1296.0,신한 레버리지 코스피 200 선물 ETN,26060.0,730.0,-2.72%,0.0,,,
1297.0,삼성 레버리지 코스피200 선물 ETN,26055.0,800.0,-2.98%,0.0,,,
1298.0,TIGER 미국채30년스트립액티브(합성 H),50840.0,540.0,-1.05%,0.0,,,
1299.0,미래에셋 원유선물혼합 ETN(H),25875.0,250.0,+0.98%,0.0,,,
1300.0,KOSEF 국고채3년,107670.0,205.0,-0.19%,0.0,,,
1301.0,SOL 코스닥150,13155.0,45.0,-0.34%,0.0,,,
1302.0,SOL 글로벌탄소배출권선물IHS(합성),12750.0,45.0,+0.35%,0.0,,,
1303.0,TIGER 삼성그룹펀더멘털,10995.0,125.0,-1.12%,0.0,,,
1304.0,KBSTAR 글로벌4차산업IT(합성 H),21970.0,60.0,-0.27%,0.0,,,
1305.0,TIGER Fn신재생에너지,10270.0,10.0,+0.10%,0.0,,,
1306.0,TIGER 탄소효율그린뉴딜,8385.0,105.0,-1.24%,0.0,,,
1307.0,KODEX 미국S&P500에너지(합성),12060.0,200.0,-1.63%,0.0,,,
1308.0,TIGER 글로벌멀티에셋TIF액티브,9460.0,50.0,-0.53%,0.0,,,
1309.0,KODEX S&P글로벌인프라(합성),13950.0,180.0,-1.27%,0.0,,,
1310.0,SOL 미국S&P500ESG,11365.0,35.0,-0.31%,0.0,,,
1311.0,녹십자홀딩스2우,29550.0,600.0,-1.99%,500.0,,,184.0
1312.0,메리츠 미국채10년 ETN(H),8300.0,40.0,-0.48%,0.0,,,
1313.0,TIGER KRX기후변화솔루션,12935.0,70.0,-0.54%,0.0,,,
1314.0,신한 은 선물 ETN(H),12275.0,280.0,-2.23%,0.0,,,
1315.0,WOORI 대한민국국고채액티브,50255.0,185.0,-0.37%,0.0,,,
1316.0,신한 브렌트원유 선물 ETN(H),12215.0,60.0,+0.49%,0.0,,,
1317.0,ACE 국고채3년,101290.0,180.0,-0.18%,0.0,,,
1318.0,TIGER 차이나항셍테크레버리지(합성 H),6940.0,90.0,-1.28%,0.0,,,
1319.0,대신 S&P 2X 천연가스 선물 ETN B,24150.0,35.0,+0.15%,0.0,,,
1320.0,TIGER KRX2차전지K-뉴딜레버리지,10870.0,405.0,+3.87%,0.0,,,
1321.0,대덕전자1우,11390.0,130.0,-1.13%,500.0,,,3082.0
1322.0,KODEX 고배당,8495.0,90.0,-1.05%,0.0,,,
1323.0,하이트론,2470.0,0.0,0.00%,500.0,39.0,-89.0,-802.0
1324.0,ACE ESG액티브,7410.0,100.0,-1.33%,0.0,,,
1325.0,KBSTAR 국고채3년,107165.0,145.0,-0.14%,0.0,,,
1326.0,KODEX 미국S&P500(H),10680.0,55.0,-0.51%,0.0,,,
1327.0,미래에셋 레버리지 옥수수 선물 ETN,23430.0,1155.0,+5.19%,0.0,,,
1328.0,TRUE 인버스 2X 구리 선물 ETN,23360.0,0.0,0.00%,0.0,,,
1329.0,KBSTAR 중장기국공채액티브,100460.0,220.0,-0.22%,0.0,,,
1330.0,TRUE 레버리지 금 선물 ETN,22995.0,0.0,0.00%,0.0,,,
1331.0,신한 인버스 2X 코스닥 150 선물 ETN,9160.0,20.0,+0.22%,0.0,,,
1332.0,메리츠 레버리지 인플레이션 국채 ETN,11445.0,50.0,-0.43%,0.0,,,
1333.0,신한 인버스 코스피 200 선물 ETN,11425.0,185.0,+1.65%,0.0,,,
1334.0,미래에셋 인버스 코스피200 선물 ETN,11425.0,175.0,+1.56%,0.0,,,
1335.0,TIGER 구리실물,9710.0,75.0,+0.78%,0.0,,,
1336.0,ARIRANG 미국단기우량회사채,108500.0,820.0,+0.76%,0.0,,,
1337.0,TIGER 코스닥150선물인버스,4065.0,0.0,0.00%,0.0,,,
1338.0,KODEX 미국러셀2000(H),11620.0,150.0,-1.27%,0.0,,,
1339.0,KODEX TRF5050,12575.0,100.0,-0.79%,0.0,,,
1340.0,코아스,731.0,21.0,-2.79%,500.0,584.0,-7.0,-61.0
1341.0,TIGER 미국나스닥100TR채권혼합Fn,11010.0,30.0,-0.27%,0.0,,,
1342.0,한화투자증권우,4700.0,150.0,-3.09%,5000.0,,,-259.0
1343.0,KODEX 삼성전자채권혼합Wise,10620.0,100.0,-0.93%,0.0,,,
1344.0,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),22295.0,70.0,+0.31%,0.0,,,
1345.0,대신 레버리지 KRX 금현물 ETN,22290.0,5.0,+0.02%,0.0,,,
1346.0,KODEX TRF7030,13920.0,170.0,-1.21%,0.0,,,
1347.0,메리츠 레버리지 대표 농산물 선물 ETN(H),22160.0,170.0,-0.76%,0.0,,,
1348.0,QV S&P500 VIX S/T 선물 ETN D,11045.0,470.0,+4.44%,0.0,,,
1349.0,메리츠 인플레이션 국채 ETN,10970.0,25.0,-0.23%,0.0,,,
1350.0,TIGER 코스피고배당,12815.0,70.0,-0.54%,0.0,,,
1351.0,TIGER 미국달러선물인버스2X,6825.0,45.0,-0.66%,0.0,,,
1352.0,ACE 코스닥150,13510.0,5.0,+0.04%,0.0,,,
1353.0,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,10800.0,165.0,+1.55%,0.0,,,
1354.0,TIGER TSMC밸류체인FACTSET,10700.0,25.0,-0.23%,0.0,,,
1355.0,메리츠 인버스 천연가스 선물 ETN(H),21395.0,90.0,+0.42%,0.0,,,
1356.0,미래에셋 인버스 천연가스 선물 ETN(H),21395.0,390.0,+1.86%,0.0,,,
1357.0,신한 옥수수 선물 ETN(H),10630.0,175.0,+1.67%,0.0,,,
1358.0,메리츠 인버스 2X 구리 선물 ETN(H),21110.0,70.0,-0.33%,0.0,,,
1359.0,미래에셋 -2X 미국채울트라30년 선물 ETN,10530.0,225.0,+2.18%,0.0,,,
1360.0,하나 레버리지 옥수수 선물 ETN(H),21040.0,890.0,+4.42%,0.0,,,
1361.0,하나 S&P 인버스 2X WTI원유 선물 ETN,20935.0,115.0,-0.55%,0.0,,,
1362.0,KBSTAR 국채선물5년추종인버스,55380.0,205.0,+0.37%,0.0,,,
1363.0,KB S&P 인버스 2X WTI원유 선물 ETN,20900.0,120.0,-0.57%,0.0,,,
1364.0,ACE 엔비디아채권혼합블룸버그,13930.0,10.0,-0.07%,0.0,,,
1365.0,QV 블룸버그 -2X WTI원유선물 ETN,20885.0,235.0,-1.11%,0.0,,,
1366.0,KODEX 배당성장채권혼합,11600.0,45.0,-0.39%,0.0,,,
1367.0,QV 인버스 레버리지 구리 선물 ETN(H),20860.0,0.0,0.00%,0.0,,,
1368.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,20855.0,145.0,-0.69%,0.0,,,
1369.0,신한 다우존스지수 선물 ETN(H),20805.0,205.0,-0.98%,0.0,,,
1370.0,하나 인버스 2X 구리 선물 ETN(H),20735.0,0.0,0.00%,0.0,,,
1371.0,KBSTAR 국고채3년선물인버스,107280.0,290.0,+0.27%,0.0,,,
1372.0,KODEX 코스피대형주,12155.0,155.0,-1.26%,0.0,,,
1373.0,KODEX 미국나스닥100선물인버스(H),10070.0,35.0,+0.35%,0.0,,,
1374.0,TRUE 인버스 2X 금 선물 ETN,20530.0,210.0,+1.03%,0.0,,,
1375.0,신한 인버스 2X 다우존스지수 선물 ETN(H),2050.0,40.0,+1.99%,0.0,,,
1376.0,코오롱모빌리티그룹우,8340.0,110.0,+1.34%,500.0,,,
1377.0,키움 인버스 미국달러선물 ETN,10200.0,0.0,0.00%,0.0,,,
1378.0,삼성 레버리지 S&P500 선물 ETN,20360.0,85.0,-0.42%,0.0,,,
1379.0,신한 FnGuide 치킨 ETN,10140.0,0.0,0.00%,0.0,,,
1380.0,QV 레버리지 금 선물 ETN(H),20225.0,0.0,0.00%,0.0,,,
1381.0,하나 블룸버그 2X 천연가스 선물 ETN(H) B,20160.0,125.0,-0.62%,0.0,,,
1382.0,삼성 인버스 2X S&P500 선물 ETN,20155.0,250.0,+1.26%,0.0,,,
1383.0,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,20155.0,120.0,-0.59%,0.0,,,
1384.0,메리츠 인버스 국채3년 ETN,10065.0,20.0,+0.20%,0.0,,,
1385.0,LX하우시스우,19450.0,490.0,-2.46%,5000.0,,,-10942.0
1386.0,메리츠 KIS 통안채 1년 ETN,50175.0,0.0,0.00%,0.0,,,
1387.0,신한 K200 USD 선물 바이셀 ETN,10015.0,0.0,0.00%,0.0,,,
1388.0,메리츠 레버리지 금 선물 ETN(H),19950.0,150.0,-0.75%,0.0,,,
1389.0,HANARO 코스닥150,13400.0,40.0,-0.30%,0.0,,,
1390.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),19810.0,180.0,-0.90%,0.0,,,
1391.0,메리츠 레버리지 국채30년 ETN,4935.0,45.0,-0.90%,0.0,,,
1392.0,QV iSelect 글로벌 EMP ETN(H),9835.0,0.0,0.00%,0.0,,,
1393.0,QV 미국 IT TOP5 ETN(H),27940.0,5.0,-0.02%,0.0,,,
1394.0,미래에셋 코스닥150 선물 ETN,9740.0,130.0,-1.32%,0.0,,,
1395.0,넥센타이어1우B,2995.0,35.0,-1.16%,500.0,,,90.0
1396.0,KBSTAR 200선물레버리지,14820.0,465.0,-3.04%,0.0,,,
1397.0,TRUE 인버스 2X 은 선물 ETN,19240.0,785.0,+4.25%,0.0,,,
1398.0,대상우,14030.0,200.0,-1.41%,1000.0,,,1868.0
1399.0,비케이탑스,904.0,0.0,0.00%,500.0,899.0,-96.0,-827.0
1400.0,미래에셋 인버스 2X 은 선물 ETN,19155.0,935.0,+5.13%,0.0,,,
1401.0,솔루스첨단소재2우B,10070.0,10.0,-0.10%,100.0,,,-500.0
1402.0,메리츠 국채10년 ETN,9490.0,40.0,-0.42%,0.0,,,
1403.0,미래에셋 미디어엔터 Core5 ETN,9455.0,120.0,-1.25%,0.0,,,
1404.0,TIGER 농산물선물Enhanced(H),7270.0,5.0,-0.07%,0.0,,,
1405.0,TIGER 코스닥150바이오테크,7100.0,75.0,-1.05%,0.0,,,
1406.0,미래에셋 2X 미국채울트라30년 선물 ETN,9430.0,130.0,-1.36%,0.0,,,
1407.0,TIGER MKF배당귀족,10985.0,65.0,-0.59%,0.0,,,
1408.0,KODEX 아시아반도체공급망exChina액티브,12405.0,115.0,-0.92%,0.0,,,
1409.0,신한 코스닥 150 ETN,9270.0,35.0,-0.38%,0.0,,,
1410.0,TRUE 인버스 2X 플래티넘 선물 ETN,18520.0,610.0,+3.41%,0.0,,,
1411.0,코리아써우,6240.0,40.0,-0.64%,500.0,,,1265.0
1412.0,TIGER 차이나반도체FACTSET,6150.0,55.0,-0.89%,0.0,,,
1413.0,메리츠 인버스 2X 금 선물 ETN(H),18355.0,85.0,+0.47%,0.0,,,
1414.0,ACE 아시아TOP50S&P,12195.0,70.0,-0.57%,0.0,,,
1415.0,신한 인버스 코스닥 150 선물 ETN,9140.0,30.0,+0.33%,0.0,,,
1416.0,하이트진로2우B,16170.0,70.0,-0.43%,5000.0,,,1009.0
1417.0,KBSTAR 차이나HSCEI(H),7300.0,95.0,-1.28%,0.0,,,
1418.0,미래에셋 인버스 코스닥150 선물 ETN,9115.0,15.0,+0.16%,0.0,,,
1419.0,삼성 인버스 2X 항셍테크 ETN(H),9090.0,140.0,+1.56%,0.0,,,
1420.0,KODEX 코스피100,25775.0,335.0,-1.28%,0.0,,,
1421.0,대한제당우,2780.0,25.0,-0.89%,500.0,,,426.0
1422.0,QV 인버스 레버리지 WTI원유 선물 ETN(H),120.0,0.0,0.00%,0.0,,,
1423.0,KBSTAR 미국S&P500(H),11215.0,70.0,-0.62%,0.0,,,
1424.0,KODEX 게임산업,6885.0,170.0,-2.41%,0.0,,,
1425.0,TRUE 인버스 2X 유로스탁스50 ETN(H) B,17885.0,675.0,+3.92%,0.0,,,
1426.0,QV 인버스 레버리지 금 선물 ETN(H),17875.0,130.0,+0.73%,0.0,,,
1427.0,ACE 러시아MSCI(합성),9590.0,0.0,0.00%,0.0,,,
1428.0,KB 레버리지 KOSDAQ 150 선물 ETN,35305.0,10.0,-0.03%,0.0,,,
1429.0,QV 인버스 미국 IT TOP5 ETN(H),8825.0,0.0,0.00%,0.0,,,
1430.0,KB CSI 500 ETN,8795.0,0.0,0.00%,0.0,,,
1431.0,에셋플러스 코리아플랫폼액티브,7030.0,60.0,-0.85%,0.0,,,
1432.0,메리츠 미국 인플레이션 국채 ETN(H),8785.0,60.0,-0.68%,0.0,,,
1433.0,KB CSI 300 ETN,8770.0,25.0,+0.29%,0.0,,,
1434.0,미래에셋 천연가스 선물 ETN(H),2920.0,10.0,-0.34%,0.0,,,
1435.0,TIGER 차이나CSI300인버스(합성),8740.0,30.0,-0.34%,0.0,,,
1436.0,TIGER KRX게임K-뉴딜,5045.0,145.0,-2.79%,0.0,,,
1437.0,SOL 국고채3년,102425.0,245.0,-0.24%,0.0,,,
1438.0,미래에셋 코스피200 선물 ETN,8595.0,120.0,-1.38%,0.0,,,
1439.0,한화갤러리아우,5910.0,100.0,-1.66%,500.0,,,
1440.0,신한 코스피 200 ETN,8555.0,95.0,-1.10%,0.0,,,
1441.0,메리츠 인버스 2X 국채30년 ETN,17080.0,165.0,+0.98%,0.0,,,
1442.0,에이리츠,3815.0,130.0,-3.30%,5000.0,558.0,-19.0,-306.0
1443.0,메리츠 인버스 2X 은 선물 ETN(H),17000.0,785.0,+4.84%,0.0,,,
1444.0,KODEX 200롱코스닥150숏선물,8790.0,105.0,-1.18%,0.0,,,
1445.0,QV 블룸버그 2X 천연가스 선물 ETN(H),1280.0,10.0,-0.78%,0.0,,,
1446.0,대신 밀 선물 ETN(H),8320.0,175.0,-2.06%,0.0,,,
1447.0,KBSTAR 200선물인버스,5900.0,80.0,+1.37%,0.0,,,
1448.0,마이티 다이나믹퀀트액티브,11395.0,160.0,-1.38%,0.0,,,
1449.0,NPC우,3100.0,15.0,-0.48%,500.0,,,910.0
1450.0,신한 레버리지 구리 선물 ETN,16235.0,50.0,-0.31%,0.0,,,
1451.0,QV 인버스 레버리지 은 선물 ETN(H),16200.0,0.0,0.00%,0.0,,,
1452.0,삼양홀딩스우,53100.0,1000.0,-1.85%,5000.0,,,5477.0
1453.0,KODEX TDF2050액티브,11100.0,70.0,-0.63%,0.0,,,
1454.0,TRUE 레버리지 플래티넘 선물 ETN,16035.0,475.0,-2.88%,0.0,,,
1455.0,미래에셋 인버스 미디어엔터 Core5 ETN,16025.0,285.0,+1.81%,0.0,,,
1456.0,대신 철광석 선물 ETN(H) B,15915.0,40.0,+0.25%,0.0,,,
1457.0,KBSTAR 글로벌메타버스Moorgate,9075.0,115.0,-1.25%,0.0,,,
1458.0,FOCUS KRX300,15875.0,260.0,-1.61%,0.0,,,
1459.0,SOL 미국TOP5채권혼합40 Solactive,11315.0,25.0,-0.22%,0.0,,,
1460.0,신한 인버스 2X 구리 선물 ETN,3165.0,25.0,+0.80%,0.0,,,
1461.0,KODEX 일본TOPIX100,17570.0,125.0,-0.71%,0.0,,,
1462.0,신한 인버스 WTI원유 선물 ETN(H),3155.0,25.0,-0.79%,0.0,,,
1463.0,KODEX 다우존스미국리츠(H),11630.0,95.0,-0.81%,0.0,,,
1464.0,코오롱글로벌우,21000.0,600.0,+2.94%,5000.0,,,5223.0
1465.0,KBSTAR 5대그룹주,6465.0,80.0,-1.22%,0.0,,,
1466.0,KODEX 에너지화학,18450.0,70.0,+0.38%,0.0,,,
1467.0,일정실업,12900.0,0.0,0.00%,5000.0,279.0,-87.0,-6711.0
1468.0,KODEX 배당성장,12375.0,115.0,-0.92%,0.0,,,
1469.0,한화우,32250.0,350.0,+1.10%,5000.0,,,16923.0
1470.0,TRUE 레버리지 은 선물 ETN,15415.0,635.0,-3.96%,0.0,,,
1471.0,코오롱우,14300.0,240.0,-1.65%,5000.0,,,8186.0
1472.0,미래에셋 레버리지 은 선물 ETN,15355.0,305.0,-1.95%,0.0,,,
1473.0,ACE 2차전지&친환경차액티브,11810.0,145.0,+1.24%,0.0,,,
1474.0,TIGER MSCI KOREA ESG리더스,8655.0,95.0,-1.09%,0.0,,,
1475.0,TRUE FTSE100 ETN,15280.0,175.0,-1.13%,0.0,,,
1476.0,TIMEFOLIO 이노베이션액티브,8920.0,85.0,+0.96%,0.0,,,
1477.0,KBSTAR 삼성그룹Top3채권혼합블룸버그,10085.0,95.0,-0.93%,0.0,,,
1478.0,KODEX 운송,4720.0,60.0,-1.26%,0.0,,,
1479.0,KB 레버리지 항셍테크 선물 ETN(H) B,15055.0,155.0,-1.02%,0.0,,,
1480.0,TIGER 원유선물인버스(H),3425.0,30.0,-0.87%,0.0,,,
1481.0,TIGER 배당성장,15495.0,185.0,-1.18%,0.0,,,
1482.0,삼성 인버스 2X 코스피200 선물 ETN,14710.0,420.0,+2.94%,0.0,,,
1483.0,TRUE 레버리지 구리 선물 ETN,14705.0,0.0,0.00%,0.0,,,
1484.0,삼성 인버스 2X 구리 선물 ETN(H),2940.0,0.0,0.00%,0.0,,,
1485.0,미래에셋 S&P 유럽탄소배출권 선물 ETN,14690.0,210.0,+1.45%,0.0,,,
1486.0,신한 인버스 2X 코스피 200 선물 ETN,14670.0,555.0,+3.93%,0.0,,,
1487.0,LX홀딩스1우,10000.0,150.0,-1.48%,1000.0,,,596.0
1488.0,TIGER LG그룹+펀더멘털,8710.0,140.0,-1.58%,0.0,,,
1489.0,TIGER 단기선진하이일드(합성 H),12170.0,105.0,-0.86%,0.0,,,
1490.0,메리츠 인버스 2X 미국채10년 ETN(H),14595.0,160.0,+1.11%,0.0,,,
1491.0,메리츠 미국레버리지 인플레이션국채ETN(H),7260.0,70.0,-0.95%,0.0,,,
1492.0,ACE 일본TOPIX레버리지(H),29015.0,570.0,-1.93%,0.0,,,
1493.0,미래에셋 인버스 2X 옥수수 선물 ETN,14490.0,755.0,-4.95%,0.0,,,
1494.0,삼성 인버스 2X HSCEI ETN(H),14470.0,350.0,+2.48%,0.0,,,
1495.0,KODEX 200exTOP,10945.0,195.0,-1.75%,0.0,,,
1496.0,QV 레버리지 은 선물 ETN(H),14215.0,0.0,0.00%,0.0,,,
1497.0,KODEX 보험,7095.0,40.0,-0.56%,0.0,,,
1498.0,KODEX 기계장비,7360.0,15.0,+0.20%,0.0,,,
1499.0,TIGER AI코리아그로스액티브,11765.0,145.0,-1.22%,0.0,,,
1500.0,KBSTAR 채권혼합,58555.0,405.0,-0.69%,0.0,,,
1501.0,TIGER 200 철강소재,8350.0,55.0,-0.65%,0.0,
1502.0,메리츠 S&P 유럽탄소배출권 선물 ETN(H),14015.0,150.0,+1.08%,0.0,
1503.0,KOSEF 코스닥150,6670.0,45.0,-0.67%,0.0,
1504.0,TRUE S&P 유럽탄소배출권 선물 ETN(H),14005.0,175.0,+1.27%,0.0,
1505.0,HANARO Fn K-게임,4235.0,90.0,-2.08%,0.0,
1506.0,KODEX 3대농산물선물(H),11640.0,0.0,0.00%,0.0,
1507.0,ACE 미국다우존스리츠(합성 H),77595.0,0.0,0.00%,0.0,
1508.0,대신 S&P 인버스 WTI원유 선물 ETN,13925.0,70.0,+0.51%,0.0,
1509.0,한진칼우,25900.0,250.0,-0.96%,2500.0,9428.0
1510.0,FOCUS AI코리아액티브,11565.0,105.0,-0.90%,0.0,
1511.0,ARIRANG 코스피50,23030.0,330.0,-1.41%,0.0,
1512.0,KODEX 미국S&P500산업재(합성),24030.0,110.0,-0.46%,0.0,
1513.0,KBSTAR V&S셀렉트밸류채권혼합,11475.0,65.0,-0.56%,0.0,
1514.0,KB 인버스 2X KOSDAQ 150 선물 ETN,9170.0,10.0,+0.11%,0.0,
1515.0,메리츠 레버리지 은 선물 ETN(H),13645.0,535.0,-3.77%,0.0,
1516.0,메리츠 인버스 국채30년 ETN,13630.0,60.0,+0.44%,0.0,
1517.0,신한 인버스 옥수수 선물 ETN(H),6795.0,195.0,-2.79%,0.0,
1518.0,KODEX 미국S&P바이오(합성),23180.0,195.0,-0.83%,0.0,
1519.0,TRUE 인버스 플래티넘 선물 ETN,13550.0,170.0,+1.27%,0.0,
1520.0,FOCUS ESG리더스,9635.0,80.0,-0.82%,0.0,
1521.0,ACE 글로벌메타버스테크액티브,8410.0,65.0,-0.77%,0.0,
1522.0,TIGER 유로스탁스배당30,11195.0,110.0,-0.97%,0.0,
1523.0,KOSEF 미국달러선물레버리지,11860.0,30.0,+0.25%,0.0,
1524.0,KODEX 200가치저변동,9565.0,80.0,-0.83%,0.0,
1525.0,삼성 인버스 HSCEI ETN(H),13360.0,0.0,0.00%,0.0,
1526.0,QV 레버리지 구리 선물 ETN(H),13305.0,0.0,0.00%,0.0,
1527.0,메리츠 인버스 2X 미국채30년 ETN(H),13255.0,230.0,+1.77%,0.0,
1528.0,삼성 레버리지 구리 선물 ETN(H),13250.0,55.0,-0.41%,0.0,
1529.0,메리츠 인버스 2X 대표 농산물 선물 ETN(H),13245.0,110.0,+0.84%,0.0,
1530.0,메리츠 레버리지 구리 선물 ETN(H),13225.0,75.0,-0.56%,0.0,
1531.0,하나 레버리지 구리 선물 ETN(H),13185.0,0.0,0.00%,0.0,
1532.0,하나 인버스 2X 옥수수 선물 ETN(H),13075.0,630.0,-4.60%,0.0,
1533.0,KB 레버리지 KOSPI 200 선물 ETN,26040.0,975.0,-3.61%,0.0,
1534.0,TIGER K게임,7880.0,120.0,-1.50%,0.0,
1535.0,삼성 인버스 2X 은 선물 ETN(H),1300.0,60.0,+4.84%,0.0,
1536.0,신한 인버스 금 선물 ETN(H),6500.0,25.0,+0.39%,0.0,
1537.0,KODEX KRX300레버리지,12985.0,455.0,-3.39%,0.0,
1538.0,HANARO 글로벌탄소배출권선물ICE(합성),11255.0,15.0,-0.13%,0.0,
1539.0,KB 레버리지 FANG 플러스 ETN(H),25765.0,15.0,-0.06%,0.0,
1540.0,KBSTAR 헬스케어채권혼합,10685.0,90.0,-0.84%,0.0,
1541.0,ARIRANG 우주항공&UAM iSelect,11075.0,25.0,-0.23%,0.0,
1542.0,대신 인버스 밀 선물 ETN(H),12705.0,265.0,+2.13%,0.0,
1543.0,TIGER 200커버드콜ATM,8460.0,225.0,-2.59%,0.0,
1544.0,BNK 주주가치액티브,11510.0,160.0,-1.37%,0.0,
1545.0,KOSEF 미국S&P500,11495.0,45.0,-0.39%,0.0,
1546.0,ARIRANG 미국다우존스고배당주(합성 H),14835.0,10.0,-0.07%,0.0,
1547.0,KOSEF 미국나스닥100(H),12575.0,65.0,-0.51%,0.0,
1548.0,JW중외제약2우B,61000.0,3400.0,+5.90%,2500.0,1557.0
1549.0,유유제약1우,5540.0,60.0,-1.07%,1000.0,-282.0
1550.0,TRUE 레버리지 유로스탁스50 ETN(H) B,12555.0,585.0,-4.45%,0.0,
1551.0,KB 인버스 2X 항셍테크 선물 ETN,12535.0,260.0,+2.12%,0.0,
1552.0,ARIRANG 선진국MSCI(합성 H),10715.0,235.0,-2.15%,0.0,
1553.0,신한 USD K200 선물 바이셀 ETN,6205.0,0.0,0.00%,0.0,
1554.0,TIGER 글로벌자원생산기업(합성 H),14550.0,305.0,-2.05%,0.0,
1555.0,메리츠 인버스 미국채10년 ETN(H),12340.0,80.0,+0.65%,0.0,
1556.0,삼성 인버스 항셍테크 ETN(H),12340.0,200.0,+1.65%,0.0,
1557.0,KODEX 미국클린에너지나스닥,8790.0,160.0,-1.79%,0.0,
1558.0,TRUE 인버스 은 선물 ETN,12240.0,0.0,0.00%,0.0,
1559.0,TRUE 레버리지 베트남 VN30 선물 ETN(H),12190.0,10.0,+0.08%,0.0,
1560.0,QV US 500 월간레버리지 ETN(H),24380.0,295.0,-1.20%,0.0,
1561.0,HANARO KOFR금리액티브(합성),101175.0,10.0,+0.01%,0.0,
1562.0,티와이홀딩스우,9700.0,130.0,+1.36%,500.0,1228.0
1563.0,VITA MZ소비액티브,8010.0,10.0,+0.13%,0.0,
1564.0,신한 달러인덱스 선물 ETN(H),11935.0,0.0,0.00%,0.0,
1565.0,KODEX 테슬라밸류체인FactSet,10845.0,100.0,-0.91%,0.0,
1566.0,KODEX 미국S&P500경기소비재,11880.0,120.0,-1.00%,0.0,
1567.0,TRUE 금 선물 ETN,11865.0,0.0,0.00%,0.0,
1568.0,메리츠 인버스 미국채30년 ETN(H),11865.0,110.0,+0.94%,0.0,
1569.0,신한 인버스 구리 선물 ETN(H),5930.0,0.0,0.00%,0.0,
1570.0,TIMEFOLIO Korea플러스배당액티브,10215.0,45.0,-0.44%,0.0,
1571.0,ACE 글로벌브랜드TOP10블룸버그,12405.0,105.0,-0.84%,0.0,
1572.0,KOSEF 차이나A50커넥트MSCI,8400.0,90.0,-1.06%,0.0,
1573.0,KODEX MSCI KOREA ESG유니버설,9800.0,150.0,-1.51%,0.0,
1574.0,KODEX TDF2030액티브,10680.0,70.0,-0.65%,0.0,
1575.0,KOSEF 고배당,8100.0,55.0,-0.67%,0.0,
1576.0,신한 FnGuide 폐기물처리 ETN,5810.0,90.0,-1.53%,0.0,
1577.0,메리츠 인버스 2X 국채10년 ETN,11590.0,110.0,+0.96%,0.0,
1578.0,미래에셋 FnGuide 부산엑스포 추가수익 ETN,11535.0,65.0,-0.56%,0.0,
1579.0,ARIRANG 고배당주채권혼합,10480.0,40.0,-0.38%,0.0,
1580.0,ACE 멕시코MSCI(합성),14400.0,295.0,-2.01%,0.0,
1581.0,신한 인버스 콩 선물 ETN(H),5760.0,105.0,+1.86%,0.0,
1582.0,TRUE 인버스 금 선물 ETN,11500.0,60.0,+0.52%,0.0,
1583.0,삼성 인버스 코스피 200 선물 ETN,11370.0,165.0,+1.47%,0.0,
1584.0,KODEX 구리선물(H),6675.0,30.0,-0.45%,0.0,
1585.0,KBSTAR 중국MSCI China(H),7810.0,60.0,-0.76%,0.0,
1586.0,KODEX 미국S&P500필수소비재,10270.0,40.0,+0.39%,0.0,
1587.0,KBSTAR 글로벌클린에너지S&P,8685.0,160.0,-1.81%,0.0,
1588.0,대덕1우,9310.0,120.0,-1.27%,500.0,472.0
1589.0,메리츠 대표 농산물 선물 ETN(H),11265.0,30.0,-0.27%,0.0,
1590.0,TRUE 인버스 베트남 VN30 선물 ETN(H),11235.0,55.0,+0.49%,0.0,
1591.0,ARIRANG 우량회사채50 1년,111925.0,55.0,-0.05%,0.0,
1592.0,KOSEF 미국달러선물인버스2X,6015.0,40.0,-0.66%,0.0,
1593.0,미래에셋 인도네시아 Top5 ETN,11105.0,50.0,-0.45%,0.0,
1594.0,파워 코스피100,25230.0,455.0,-1.77%,0.0,
1595.0,넥센우,3080.0,75.0,-2.38%,500.0,172.0
1596.0,에셋플러스 글로벌대장장이액티브,11795.0,105.0,-0.88%,0.0,
1597.0,메리츠 인버스 구리 선물 ETN(H),11085.0,45.0,+0.41%,0.0,
